User_Type,Fabric_Length,Fabric_Width,Piece_Length,Piece_Width,Fabric_Type,GSM,Defect_Count,Marker_Efficiency,Layout_Type,Pieces_Along_Length,Pieces_Along_Width,Pieces_Possible,Waste_Percentage,Utilization_Percentage,Efficiency_Level
Factory,165.8,64.11,0.92,11.25,Silk,185,0,76.46,Staggered,180,5,688,28.62,71.38,Moderate
Tailor,6.49,42.42,1.24,12.88,Silk,155,9,86.08,Staggered,5,3,12,24.04,75.96,Moderate
Tailor,1.63,62.19,1.67,10.38,Silk,138,10,86.01,Grid,0,5,0,32.61,67.39,Poor
Factory,457.08,56.69,1.27,28.8,Silk,222,6,80.1,Rotated,359,1,287,32.52,67.48,Poor
Tailor,1.03,70.35,1.73,19.64,Denim,185,10,77.57,Grid,0,3,0,38.0,62.0,Poor
Tailor,4.29,66.72,1.01,26.82,Denim,265,3,74.42,Grid,4,2,5,35.62,64.38,Poor
Factory,363.15,68.27,1.45,17.19,Cotton,261,7,88.38,Grid,250,3,662,20.39,79.61,Moderate
Tailor,5.4,38.27,1.31,16.15,Silk,104,0,78.48,Staggered,4,2,6,27.67,72.33,Moderate
Tailor,2.91,59.54,1.28,28.8,Polyester,289,9,75.82,Grid,2,2,3,33.17,66.83,Poor
Tailor,5.24,69.05,0.57,24.03,Polyester,103,2,85.82,Staggered,9,2,15,20.59,79.41,Moderate
Tailor,8.52,38.3,1.73,12.28,Polyester,116,3,80.66,Rotated,4,3,9,23.9,76.1,Moderate
Tailor,3.89,70.73,0.82,10.91,Polyester,185,1,73.02,Grid,4,6,17,33.38,66.62,Poor
Factory,299.03,51.79,1.89,10.81,Cotton,261,9,79.4,Grid,158,4,501,28.77,71.23,Moderate
Tailor,1.07,69.34,1.56,21.87,Denim,206,7,87.31,Grid,0,3,0,27.97,72.03,Moderate
Factory,235.41,69.77,1.42,10.75,Polyester,283,7,85.3,Grid,165,6,844,23.78,76.22,Moderate
Factory,238.45,56.08,0.79,29.73,Cotton,258,5,91.57,Rotated,301,1,275,17.85,82.15,Good
Tailor,3.49,42.97,1.69,23.7,Silk,227,2,73.99,Grid,2,1,1,38.0,62.0,Poor
Tailor,4.91,48.03,1.71,25.17,Cotton,126,0,93.12,Grid,2,1,1,17.92,82.08,Good
Tailor,1.64,44.47,1.17,21.6,Silk,150,10,92.46,Grid,1,2,1,23.21,76.79,Moderate
Tailor,3.13,50.85,0.8,27.83,Cotton,220,9,82.11,Staggered,3,1,2,33.07,66.93,Poor
Factory,130.13,49.45,1.19,13.88,Denim,169,3,78.4,Grid,109,3,256,26.62,73.38,Moderate
Tailor,2.0,52.76,1.13,25.21,Polyester,175,9,73.92,Rotated,1,2,1,38.0,62.0,Poor
Tailor,1.78,66.85,1.23,29.91,Silk,218,4,70.36,Staggered,1,2,1,38.0,62.0,Poor
Factory,245.41,44.01,1.89,28.93,Cotton,206,0,71.0,Staggered,129,1,91,33.6,66.4,Poor
Factory,289.0,53.25,1.7,26.43,Silk,226,3,72.08,Grid,170,2,245,33.3,66.7,Poor
Tailor,2.19,46.65,1.47,11.81,Silk,271,4,74.05,Staggered,1,3,2,38.0,62.0,Poor
Tailor,9.79,52.7,0.71,24.06,Polyester,194,10,81.61,Rotated,13,2,21,23.87,76.13,Moderate
Factory,452.05,47.98,0.55,18.52,Denim,278,9,83.56,Grid,821,2,1372,28.63,71.37,Moderate
Factory,381.09,37.97,1.92,23.49,Cotton,128,6,79.14,Rotated,198,1,156,28.45,71.55,Moderate
Tailor,6.05,63.85,0.71,16.7,Cotton,266,7,88.43,Rotated,8,3,21,22.48,77.52,Moderate
Tailor,3.88,68.33,1.26,18.46,Cotton,116,5,78.63,Staggered,3,3,7,30.65,69.35,Poor
Factory,369.42,60.42,1.3,15.85,Denim,272,1,74.71,Staggered,284,3,636,29.13,70.87,Moderate
Tailor,3.6,70.44,0.66,15.52,Polyester,227,2,91.87,Rotated,5,4,18,12.96,87.04,Good
Factory,486.31,55.49,0.7,16.93,Silk,288,10,70.54,Grid,694,3,1468,38.0,62.0,Poor
Tailor,8.51,54.71,1.0,21.57,Denim,224,9,86.65,Rotated,8,2,13,24.89,75.11,Moderate
Factory,305.26,68.34,0.96,25.79,Polyester,223,5,94.27,Grid,317,2,597,11.63,88.37,Good
Tailor,6.57,41.79,1.3,13.65,Polyester,281,10,89.86,Grid,5,3,13,18.14,81.86,Good
Factory,308.54,51.87,1.05,14.1,Cotton,270,5,94.45,Grid,293,3,830,11.77,88.23,Good
Tailor,5.8,40.37,0.54,28.62,Polyester,217,5,73.9,Rotated,10,1,7,34.14,65.86,Poor
Factory,263.26,46.43,1.92,29.61,Polyester,244,7,78.47,Grid,137,1,107,32.55,67.45,Poor
Tailor,7.1,40.21,0.54,22.35,Polyester,214,5,72.31,Grid,13,1,9,36.73,63.27,Poor
Tailor,8.03,63.62,0.79,11.67,Silk,273,10,93.94,Rotated,10,5,46,16.1,83.9,Good
Tailor,9.18,49.0,0.72,27.08,Denim,198,5,70.3,Staggered,12,1,8,38.0,62.0,Poor
Tailor,2.94,67.96,1.61,18.31,Silk,173,2,90.14,Staggered,1,3,2,22.51,77.49,Moderate
Tailor,2.29,46.92,1.98,20.51,Denim,116,9,88.9,Grid,1,2,1,24.9,75.1,Moderate
Factory,236.53,56.01,1.57,25.1,Polyester,151,2,90.81,Staggered,150,2,272,11.56,88.44,Good
Factory,425.56,46.94,1.34,19.27,Cotton,100,2,76.57,Rotated,317,2,485,29.02,70.98,Moderate
Factory,237.72,53.71,1.53,14.9,Cotton,295,4,82.33,Grid,155,3,382,23.91,76.09,Moderate
Factory,304.51,67.26,1.44,19.52,Cotton,195,8,88.32,Grid,211,3,559,20.77,79.23,Moderate
Tailor,2.32,52.6,1.54,17.15,Cotton,169,5,80.49,Staggered,1,3,2,31.25,68.75,Poor
Tailor,5.62,63.59,0.77,11.89,Polyester,239,5,91.81,Rotated,7,5,32,11.05,88.95,Good
Factory,93.13,56.88,1.73,10.26,Denim,195,7,80.3,Grid,53,5,212,25.52,74.48,Moderate
Tailor,8.48,64.62,1.34,23.79,Cotton,206,7,92.9,Grid,6,2,11,19.44,80.56,Good
Factory,206.69,60.88,0.71,18.84,Denim,144,4,70.72,Grid,291,3,617,35.73,64.27,Poor
Tailor,7.19,47.07,0.81,29.62,Silk,276,1,71.94,Staggered,8,1,5,37.06,62.94,Poor
Tailor,1.3,59.75,1.39,19.38,Denim,111,1,77.54,Grid,0,3,0,36.53,63.47,Poor
Tailor,6.29,43.2,1.51,10.59,Polyester,291,4,93.72,Staggered,4,4,14,12.3,87.7,Good
Tailor,5.54,38.46,1.73,25.26,Polyester,283,3,94.11,Grid,3,1,2,15.48,84.52,Good
Tailor,9.32,69.14,1.78,19.49,Polyester,212,10,93.94,Grid,5,3,14,19.81,80.19,Good
Factory,146.42,44.19,0.67,29.69,Cotton,219,1,82.99,Staggered,218,1,180,23.79,76.21,Moderate
Tailor,1.74,53.77,1.08,19.14,Denim,275,7,75.65,Staggered,1,2,1,38.0,62.0,Poor
Tailor,8.71,68.21,1.7,28.78,Denim,145,0,94.97,Staggered,5,2,9,8.71,91.29,Excellent
Tailor,2.07,50.21,1.54,29.55,Polyester,116,5,94.38,Staggered,1,1,0,18.8,81.2,Good
Factory,105.24,66.17,1.59,15.57,Denim,293,10,93.58,Staggered,66,4,247,16.09,83.91,Good
Factory,494.39,54.41,0.72,19.09,Cotton,164,7,82.43,Rotated,686,2,1130,27.17,72.83,Moderate
Tailor,8.47,53.93,0.54,13.58,Denim,139,4,85.55,Grid,15,3,38,23.28,76.72,Moderate
Factory,406.73,43.27,1.49,19.81,Denim,238,5,90.24,Rotated,272,2,490,17.0,83.0,Good
Tailor,9.92,67.68,0.68,19.0,Silk,213,7,70.9,Grid,14,3,29,38.0,62.0,Poor
Factory,448.12,41.91,1.15,16.25,Silk,224,1,84.22,Staggered,389,2,655,23.19,76.81,Moderate
Factory,264.16,66.76,1.26,17.83,Silk,251,6,85.42,Staggered,209,3,535,23.49,76.51,Moderate
Tailor,1.25,37.62,1.76,16.98,Cotton,295,10,78.53,Grid,0,2,0,38.0,62.0,Poor
Factory,208.07,59.8,0.87,22.96,Cotton,276,1,91.72,Grid,239,2,438,12.96,87.04,Good
Factory,66.82,59.68,1.13,20.3,Silk,168,0,87.4,Rotated,59,2,103,16.29,83.71,Good
Factory,195.09,39.52,1.23,23.82,Polyester,186,7,82.57,Rotated,158,1,130,26.1,73.9,Moderate
Factory,486.24,43.26,1.45,29.48,Cotton,237,3,77.18,Grid,335,1,258,28.8,71.2,Moderate
Tailor,6.62,70.49,1.58,21.56,Denim,169,1,84.16,Rotated,4,3,10,18.95,81.05,Good
Tailor,6.86,46.87,1.71,18.66,Denim,151,6,80.06,Rotated,4,2,6,28.17,71.83,Moderate
Tailor,8.93,58.6,1.27,13.73,Silk,154,10,94.05,Rotated,7,4,26,17.91,82.09,Good
Factory,470.59,62.16,0.59,14.01,Silk,137,3,73.76,Rotated,797,4,2351,32.69,67.31,Poor
Factory,193.39,65.89,0.6,14.07,Silk,168,4,86.15,Staggered,322,4,1109,20.22,79.78,Moderate
Tailor,2.02,42.91,0.87,26.54,Silk,224,8,94.78,Staggered,2,1,1,21.32,78.68,Moderate
Tailor,3.45,37.05,1.68,15.56,Polyester,264,0,94.09,Staggered,2,2,3,9.32,90.68,Excellent
Tailor,3.83,46.73,0.6,29.1,Denim,271,10,92.14,Staggered,6,1,5,26.29,73.71,Moderate
Tailor,3.12,56.56,1.25,12.41,Denim,227,1,75.95,Grid,2,4,6,34.13,65.87,Poor
Factory,412.63,62.78,1.9,14.36,Cotton,144,3,94.25,Staggered,217,4,818,9.02,90.98,Excellent
Tailor,5.41,49.49,1.92,16.33,Silk,221,10,76.16,Staggered,2,3,4,38.0,62.0,Poor
Factory,263.85,49.24,0.96,22.91,Cotton,289,10,89.97,Grid,274,2,493,21.75,78.25,Moderate
Tailor,3.28,49.85,1.46,24.01,Cotton,236,3,91.44,Staggered,2,2,3,16.24,83.76,Good
Factory,185.4,69.71,1.64,15.95,Polyester,212,10,77.93,Rotated,113,4,352,29.76,70.24,Moderate
Tailor,8.41,69.86,1.21,18.26,Denim,283,6,91.92,Grid,6,3,16,22.93,77.07,Moderate
Tailor,4.17,57.68,1.72,24.76,Silk,277,0,89.05,Rotated,2,2,3,20.55,79.45,Moderate
Tailor,1.03,43.2,0.96,21.52,Cotton,140,3,82.91,Rotated,1,2,1,24.43,75.57,Moderate
Factory,406.69,47.5,1.22,24.7,Denim,144,10,84.83,Staggered,333,1,282,28.99,71.01,Moderate
Factory,215.42,50.17,1.07,26.69,Polyester,105,0,93.08,Rotated,201,1,187,12.15,87.85,Good
Tailor,9.77,43.14,1.55,13.38,Silk,258,6,85.01,Grid,6,3,15,23.73,76.27,Moderate
Tailor,1.13,54.93,1.66,28.57,Silk,130,3,87.84,Grid,0,1,0,28.05,71.95,Moderate
Factory,179.58,53.79,0.7,27.13,Polyester,172,10,74.73,Grid,256,1,191,38.0,62.0,Poor
Factory,489.26,44.48,1.18,14.97,Silk,121,0,81.72,Staggered,414,2,676,24.21,75.79,Moderate
Tailor,7.42,61.5,1.6,15.12,Cotton,242,0,71.3,Grid,4,4,11,33.16,66.84,Poor
Tailor,1.05,54.16,1.07,29.55,Denim,133,8,71.03,Grid,0,1,0,38.0,62.0,Poor
Factory,445.05,40.75,0.98,20.61,Polyester,166,1,77.83,Grid,454,1,353,32.98,67.02,Poor
Factory,386.52,69.34,0.92,27.54,Denim,232,5,80.89,Grid,420,2,679,28.01,71.99,Moderate
Tailor,6.0,69.22,1.45,18.8,Polyester,138,0,75.75,Grid,4,3,9,27.61,72.39,Moderate
Factory,246.39,71.83,1.89,10.82,Denim,281,8,82.13,Staggered,130,6,640,25.36,74.64,Moderate
Tailor,2.11,39.37,1.8,13.61,Polyester,291,8,90.56,Rotated,1,2,1,24.26,75.74,Moderate
Tailor,5.73,56.55,1.12,11.54,Silk,273,1,92.18,Grid,5,4,18,16.55,83.45,Good
Tailor,4.55,57.25,1.93,26.74,Polyester,107,1,81.51,Rotated,2,2,3,25.84,74.16,Moderate
Factory,317.39,36.21,1.95,23.12,Silk,183,9,73.23,Grid,162,1,118,38.0,62.0,Poor
Tailor,7.69,55.7,1.4,11.85,Denim,145,3,94.13,Staggered,5,4,18,13.8,86.2,Good
Tailor,4.5,50.49,1.47,29.09,Polyester,130,4,82.27,Staggered,3,1,2,31.69,68.31,Poor
Tailor,4.23,39.46,1.05,14.0,Silk,199,7,76.71,Rotated,4,2,6,36.56,63.44,Poor
Factory,326.24,51.63,1.14,10.81,Denim,218,10,75.61,Rotated,286,4,864,37.55,62.45,Poor
Tailor,3.62,51.74,1.86,19.55,Polyester,132,10,92.57,Grid,1,2,1,23.93,76.07,Moderate
Tailor,5.96,69.02,1.27,20.21,Silk,124,7,86.52,Rotated,4,3,10,22.12,77.88,Moderate
Tailor,7.92,36.59,1.61,19.26,Polyester,200,0,72.08,Rotated,4,1,2,33.91,66.09,Poor
Factory,390.81,52.2,1.71,16.83,Polyester,154,2,71.96,Rotated,228,3,492,32.37,67.63,Poor
Factory,290.47,36.21,0.68,13.43,Silk,217,6,91.72,Rotated,427,2,783,18.22,81.78,Good
Factory,360.8,70.67,1.51,26.09,Cotton,132,2,70.35,Grid,238,2,334,36.79,63.21,Poor
Tailor,8.73,43.53,1.47,22.99,Silk,260,8,74.77,Staggered,5,1,3,38.0,62.0,Poor
Factory,59.82,41.98,0.73,24.05,Silk,220,0,91.49,Rotated,81,1,74,14.52,85.48,Good
Factory,72.91,36.28,1.45,24.26,Silk,226,9,84.9,Rotated,50,1,42,30.3,69.7,Poor
Factory,268.75,57.28,1.42,23.57,Silk,159,0,83.21,Staggered,189,2,314,21.87,78.13,Moderate
Factory,451.79,51.02,1.21,19.9,Denim,214,6,70.52,Staggered,373,2,526,38.0,62.0,Poor
Factory,154.45,43.91,1.86,16.78,Silk,133,4,88.07,Staggered,83,2,146,21.81,78.19,Moderate
Factory,408.19,64.79,1.77,22.44,Denim,276,1,86.68,Grid,230,2,398,20.89,79.11,Moderate
Factory,95.41,50.98,1.99,16.07,Polyester,242,0,94.98,Staggered,47,3,133,7.51,92.49,Excellent
Tailor,2.57,66.94,1.26,26.14,Denim,210,1,85.44,Grid,2,2,3,22.44,77.56,Moderate
Factory,403.2,63.7,1.66,21.14,Polyester,276,8,85.11,Grid,242,3,617,24.66,75.34,Moderate
Factory,409.54,70.66,1.63,29.49,Cotton,243,0,82.68,Grid,251,2,415,24.81,75.19,Moderate
Factory,120.66,46.52,1.16,20.12,Cotton,139,10,79.09,Grid,104,2,164,30.29,69.71,Poor
Factory,396.15,36.24,1.75,19.47,Denim,229,2,72.13,Staggered,226,1,163,38.0,62.0,Poor
Tailor,2.36,63.13,1.13,14.56,Silk,205,6,92.45,Rotated,2,4,7,17.16,82.84,Good
Tailor,4.98,63.73,1.58,20.35,Cotton,121,5,77.87,Grid,3,3,7,29.38,70.62,Moderate
Tailor,6.94,59.09,1.85,11.16,Denim,207,6,92.14,Rotated,3,5,13,15.91,84.09,Good
Factory,459.15,36.28,0.92,20.56,Polyester,279,6,81.15,Grid,499,1,404,31.56,68.44,Poor
Factory,363.86,67.96,1.67,18.09,Polyester,177,1,70.92,Staggered,217,3,461,35.0,65.0,Poor
Tailor,5.68,55.47,0.82,20.23,Denim,233,5,88.93,Grid,6,2,10,19.93,80.07,Good
Factory,158.6,63.87,1.59,29.74,Cotton,287,0,91.04,Staggered,99,2,180,13.79,86.21,Good
Tailor,7.81,69.89,1.17,21.45,Cotton,216,5,94.57,Rotated,6,3,17,12.31,87.69,Good
Tailor,4.15,46.24,1.68,24.3,Polyester,282,6,82.99,Grid,2,1,1,31.75,68.25,Poor
Tailor,8.41,49.01,0.65,24.23,Silk,120,1,71.55,Grid,12,2,17,32.14,67.86,Poor
Factory,354.57,50.5,1.34,25.58,Denim,249,7,85.91,Staggered,264,1,226,26.24,73.76,Moderate
Factory,420.72,41.2,0.69,24.22,Polyester,280,8,91.58,Grid,609,1,557,22.28,77.72,Moderate
Tailor,7.72,69.99,1.05,29.04,Silk,128,1,79.24,Staggered,7,2,11,25.9,74.1,Moderate
Factory,187.22,49.48,0.94,10.56,Polyester,136,9,80.54,Staggered,199,4,641,27.04,72.96,Moderate
Factory,50.94,55.71,0.6,10.89,Silk,246,4,84.14,Staggered,84,5,353,20.61,79.39,Moderate
Tailor,7.86,54.17,1.19,19.0,Silk,138,5,72.23,Rotated,6,2,8,37.21,62.79,Poor
Tailor,9.1,48.2,0.57,23.41,Silk,288,4,86.15,Grid,15,2,25,23.93,76.07,Moderate
Factory,302.47,40.46,1.34,13.85,Cotton,245,8,74.73,Staggered,225,2,336,34.61,65.39,Poor
Tailor,9.66,45.9,0.81,26.59,Silk,121,8,85.17,Staggered,11,1,9,26.46,73.54,Moderate
Tailor,4.06,42.5,0.54,20.56,Silk,165,1,72.87,Grid,7,2,10,33.98,66.02,Poor
Tailor,3.3,39.23,0.96,18.15,Polyester,115,9,94.03,Grid,3,2,5,15.45,84.55,Good
Factory,94.43,41.13,1.84,15.16,Cotton,113,3,75.99,Rotated,51,2,77,27.27,72.73,Moderate
Factory,477.21,45.69,0.98,21.06,Cotton,223,0,80.19,Grid,486,2,779,21.7,78.3,Moderate
Tailor,3.22,55.97,1.68,16.09,Silk,214,1,91.16,Rotated,1,3,2,21.25,78.75,Moderate
Factory,293.2,42.05,0.87,29.05,Silk,110,0,90.32,Rotated,337,1,304,17.21,82.79,Good
Tailor,1.54,69.19,0.91,15.02,Silk,189,10,75.32,Rotated,1,4,3,38.0,62.0,Poor
Tailor,3.71,50.23,0.68,12.79,Denim,210,3,85.26,Staggered,5,3,12,27.23,72.77,Moderate
Factory,490.84,61.48,0.91,23.25,Denim,187,3,81.49,Rotated,539,2,878,25.26,74.74,Moderate
Tailor,6.82,36.07,1.21,28.03,Polyester,205,8,92.38,Rotated,5,1,4,15.69,84.31,Good
Tailor,8.09,59.37,0.62,10.62,Silk,272,1,78.82,Staggered,13,5,51,29.24,70.76,Moderate
Tailor,8.55,65.23,1.98,12.5,Denim,149,7,70.23,Rotated,4,5,14,35.9,64.1,Poor
Factory,136.18,65.39,1.44,26.17,Polyester,159,7,94.18,Grid,94,2,177,14.99,85.01,Good
Tailor,1.06,71.43,1.46,12.22,Denim,245,8,82.35,Rotated,0,5,0,34.77,65.23,Poor
Tailor,1.59,40.62,0.6,15.19,Polyester,233,4,74.8,Rotated,2,2,2,36.82,63.18,Poor
Factory,356.31,67.79,0.5,18.54,Cotton,182,6,91.11,Staggered,712,3,1946,15.91,84.09,Good
Factory,273.01,54.62,0.57,24.42,Cotton,171,6,83.31,Staggered,478,2,796,21.01,78.99,Moderate
Tailor,8.92,65.08,1.99,14.51,Silk,119,3,74.92,Staggered,4,4,11,31.48,68.52,Poor
Tailor,1.25,51.55,0.54,25.94,Denim,164,3,72.7,Grid,2,1,1,38.0,62.0,Poor
Factory,283.85,44.52,0.61,22.0,Silk,295,1,85.63,Rotated,465,2,796,18.59,81.41,Good
Tailor,4.4,68.04,1.54,25.65,Cotton,213,0,77.54,Rotated,2,2,3,30.4,69.6,Poor
Tailor,6.03,46.62,1.07,11.92,Silk,159,9,89.69,Rotated,5,3,13,20.51,79.49,Moderate
Factory,445.97,58.29,1.01,28.75,Cotton,216,8,78.2,Grid,441,2,689,26.49,73.51,Moderate
Tailor,6.34,66.27,1.86,12.52,Denim,190,6,82.03,Rotated,3,5,12,26.61,73.39,Moderate
Tailor,1.54,47.22,1.15,29.19,Denim,179,9,92.13,Grid,1,1,0,20.73,79.27,Moderate
Factory,180.98,70.93,1.28,23.15,Polyester,114,3,82.68,Rotated,141,3,349,21.76,78.24,Moderate
Tailor,9.79,59.06,0.8,11.37,Polyester,270,7,87.37,Staggered,12,5,52,20.83,79.17,Moderate
Factory,327.25,51.07,0.74,19.09,Cotton,226,3,93.0,Rotated,442,2,822,10.14,89.86,Good
Tailor,3.15,62.45,1.93,16.63,Silk,152,6,74.61,Grid,1,3,2,38.0,62.0,Poor
Tailor,5.99,41.13,1.16,22.63,Denim,111,0,74.98,Staggered,5,1,3,33.11,66.89,Poor
Tailor,4.06,55.96,0.77,10.43,Denim,125,0,90.79,Grid,5,5,22,15.13,84.87,Good
Tailor,4.05,43.57,1.18,17.39,Denim,269,2,93.53,Rotated,3,2,5,16.32,83.68,Good
Tailor,2.07,67.78,0.7,13.79,Silk,277,5,77.95,Staggered,2,4,6,35.53,64.47,Poor
Tailor,7.87,57.14,1.78,15.88,Polyester,183,3,71.33,Staggered,4,3,8,37.61,62.39,Poor
Factory,144.16,38.93,1.21,23.27,Cotton,142,8,79.7,Rotated,119,1,94,32.53,67.47,Poor
Factory,130.55,61.65,1.29,19.67,Silk,221,4,84.53,Rotated,101,3,256,22.8,77.2,Moderate
Tailor,2.86,68.22,1.18,14.69,Polyester,178,6,92.22,Rotated,2,4,7,18.99,81.01,Good
Factory,297.75,40.84,0.63,18.89,Denim,158,9,71.03,Rotated,472,2,670,36.11,63.89,Poor
Factory,244.63,49.23,1.25,15.46,Cotton,145,7,75.84,Rotated,195,3,443,29.38,70.62,Moderate
Factory,429.17,54.46,1.47,25.72,Polyester,125,1,71.78,Grid,291,2,417,31.61,68.39,Poor
Factory,162.51,62.83,1.65,26.91,Polyester,280,9,94.95,Rotated,98,2,186,13.99,86.01,Good
Tailor,7.93,46.15,1.02,29.94,Silk,248,10,70.3,Rotated,7,1,4,38.0,62.0,Poor
Tailor,8.79,44.19,1.59,14.2,Polyester,232,9,89.65,Staggered,5,3,13,19.03,80.97,Good
Tailor,3.82,42.76,1.66,23.96,Polyester,212,7,91.32,Grid,2,1,1,23.0,77.0,Moderate
Tailor,3.75,62.56,1.25,23.18,Denim,186,3,80.48,Rotated,3,2,4,30.18,69.82,Poor
Factory,196.74,36.84,1.68,28.44,Polyester,184,9,85.75,Rotated,117,1,100,25.06,74.94,Moderate
Factory,491.08,43.35,1.09,20.69,Polyester,221,1,78.22,Staggered,450,2,703,23.55,76.45,Moderate
Tailor,1.94,55.9,0.55,23.78,Silk,106,2,74.97,Staggered,3,2,4,35.41,64.59,Poor
Tailor,5.09,49.27,0.52,16.54,Silk,200,2,94.74,Grid,9,2,17,13.18,86.82,Good
Tailor,4.5,68.53,0.81,27.41,Denim,210,10,81.87,Rotated,5,2,8,32.46,67.54,Poor
Tailor,5.52,60.65,0.91,10.15,Polyester,214,1,90.61,Rotated,6,5,27,13.79,86.21,Good
Factory,257.09,56.74,1.61,15.76,Silk,188,4,79.78,Grid,159,3,380,26.77,73.23,Moderate
Factory,256.02,68.79,0.78,21.37,Silk,278,0,75.99,Grid,328,3,747,29.73,70.27,Moderate
Factory,350.0,38.4,1.59,28.04,Silk,205,8,73.03,Staggered,220,1,160,34.61,65.39,Poor
Factory,234.54,41.93,0.81,10.89,Cotton,118,10,87.36,Rotated,289,3,757,23.13,76.87,Moderate
Factory,435.1,50.28,0.52,12.29,Polyester,183,10,88.72,Staggered,836,4,2966,17.79,82.21,Good
Tailor,7.42,51.76,1.21,15.58,Polyester,143,0,85.17,Grid,6,3,15,17.69,82.31,Good
Factory,125.8,60.17,0.52,15.47,Silk,191,2,75.42,Grid,241,3,545,33.38,66.62,Poor
Factory,363.53,66.11,1.72,22.82,Cotton,199,4,81.1,Rotated,211,2,342,25.22,74.78,Moderate
Tailor,9.36,49.49,0.86,11.83,Silk,107,0,78.43,Grid,10,4,31,23.74,76.26,Moderate
Tailor,8.17,65.9,0.75,13.34,Silk,231,1,90.39,Staggered,10,4,36,13.9,86.1,Good
Tailor,9.41,50.22,1.14,14.65,Cotton,191,5,74.34,Staggered,8,3,17,32.0,68.0,Poor
Tailor,5.13,38.38,1.72,23.0,Denim,111,1,92.14,Staggered,2,1,1,16.55,83.45,Good
Tailor,7.41,64.49,1.88,21.38,Denim,124,9,78.11,Rotated,3,3,7,34.78,65.22,Poor
Tailor,3.99,58.87,1.83,16.36,Silk,117,5,70.44,Rotated,2,3,4,37.88,62.12,Poor
Tailor,5.53,61.37,0.52,10.42,Cotton,179,3,88.45,Grid,10,5,44,18.79,81.21,Good
Factory,274.43,43.27,1.06,22.84,Polyester,285,9,94.71,Staggered,258,1,244,19.22,80.78,Good
Factory,192.89,64.33,0.56,25.84,Silk,265,4,88.76,Grid,344,2,610,19.93,80.07,Good
Tailor,2.85,37.95,1.88,29.77,Polyester,255,6,83.04,Grid,1,1,0,29.39,70.61,Moderate
Factory,81.49,42.93,1.45,12.83,Polyester,132,1,74.34,Rotated,56,3,124,29.68,70.32,Moderate
Tailor,5.57,51.34,1.2,13.28,Polyester,162,6,74.41,Grid,4,3,8,34.91,65.09,Poor
Tailor,3.45,64.13,0.62,29.45,Silk,196,2,81.77,Staggered,5,2,8,28.37,71.63,Moderate
Tailor,8.38,64.57,0.53,17.63,Cotton,294,4,84.88,Grid,15,3,38,22.83,77.17,Moderate
Factory,258.64,52.33,1.06,22.12,Cotton,185,2,87.87,Grid,243,2,427,16.56,83.44,Good
Tailor,8.75,62.29,1.06,18.09,Silk,201,5,79.6,Staggered,8,3,19,27.94,72.06,Moderate
Factory,448.25,71.73,0.69,28.64,Polyester,149,6,93.93,Rotated,649,2,1219,13.03,86.97,Good
Factory,363.4,59.43,1.89,24.71,Polyester,222,0,93.04,Staggered,192,2,357,10.98,89.02,Good
Tailor,3.35,52.4,1.52,15.09,Polyester,103,1,89.27,Rotated,2,3,5,15.38,84.62,Good
Tailor,5.67,42.8,1.13,26.59,Denim,277,4,82.52,Rotated,5,1,4,25.69,74.31,Moderate
Factory,380.27,63.09,1.89,27.39,Cotton,262,9,89.42,Staggered,201,2,359,20.95,79.05,Moderate
Tailor,9.37,50.33,0.96,29.74,Silk,100,1,71.75,Rotated,9,1,6,36.7,63.3,Poor
Factory,379.87,42.14,1.06,24.08,Polyester,224,2,82.57,Grid,358,1,295,26.34,73.66,Moderate
Tailor,2.81,63.0,1.71,13.84,Silk,212,10,92.82,Grid,1,4,3,24.9,75.1,Moderate
Factory,88.57,40.49,0.6,10.59,Polyester,222,7,86.82,Grid,147,3,382,20.75,79.25,Moderate
Tailor,6.99,64.41,0.56,14.22,Cotton,196,9,83.0,Staggered,12,4,39,26.24,73.76,Moderate
Factory,321.97,48.12,1.52,16.86,Denim,161,5,86.63,Staggered,211,2,365,22.36,77.64,Moderate
Factory,412.82,36.11,1.81,18.04,Polyester,106,9,73.07,Rotated,228,2,333,33.21,66.79,Poor
Tailor,4.32,58.26,1.49,19.5,Silk,269,3,70.08,Rotated,2,2,2,38.0,62.0,Poor
Tailor,6.7,67.44,1.95,24.72,Silk,159,9,82.11,Rotated,3,2,4,30.08,69.92,Poor
Factory,472.59,69.89,1.21,23.17,Cotton,287,6,77.35,Grid,390,3,904,28.92,71.08,Moderate
Tailor,2.15,64.69,0.95,23.46,Silk,143,7,93.88,Staggered,2,2,3,20.84,79.16,Moderate
Tailor,2.53,69.99,1.55,12.11,Cotton,141,5,92.57,Staggered,1,5,4,19.73,80.27,Good
Factory,478.18,60.14,1.5,28.45,Silk,123,5,91.8,Rotated,318,2,583,15.06,84.94,Good
Factory,219.65,61.83,1.6,17.63,Silk,159,3,76.48,Staggered,137,3,314,29.75,70.25,Moderate
Tailor,7.7,40.18,1.05,27.07,Silk,247,0,77.77,Rotated,7,1,5,31.62,68.38,Poor
Factory,193.84,49.14,1.52,25.93,Polyester,127,6,70.23,Staggered,127,1,89,38.0,62.0,Poor
Factory,426.75,53.99,1.18,22.03,Polyester,291,10,91.23,Rotated,361,2,658,15.32,84.68,Good
Tailor,3.46,66.52,1.36,22.62,Polyester,226,4,87.6,Staggered,2,2,3,22.9,77.1,Moderate
